OCORRÊNCIA;ASSUNTO;ITEM;MOTIVO;DATA ABERTURA;DATA FINALIZADA;ORIGEM;NATUREZA;REABERTURA
12314669;CONTAS;CONTA POUPANÇA - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;23/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12322092;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;20/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12322309;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12327066;SERVIÇOS BANCÁRIOS;TED - TRANSFERÊNCIA DE VALORES;DEMORA OU NO EFETIVAÇÃO DO CRÉDITO PARA OUTRO BANCO;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12327087;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12328957;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;EQUIPAMENTO INOPERANTE;21/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12336209;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;21/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12338627;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRSTIMOS - PJ - CONCESSO;CONCESSÃO;22/09/2021;23/09/2021;EMAIL;RECLAMAÇÃO;SIM
12341136;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;COBRANÇA - BOLETO DE PAGAMENTO;21/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12343417;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;22/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12344055;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;APLICAO NO AUTORIZADA;17/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12347683;FGTS;FGTS - LIBERAÇÃO DO SALDO;CRITRIO PARA PAGAMENTO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12350644;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REVISO/REDUO DE TAXA DE JUROS;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12354728;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO APS CANCELAMENTO;21/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12358145;FGTS;FGTS - SAQUE ANIVERSRIO;CRITRIO PARA PAGAMENTO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12358838;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12362678;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO  PESSOAL;DÉBITO EM CONTA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12363435;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CONTESTAÇÃO DA CONTRATAÇÃO;20/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12366171;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12366861;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12371765;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;21/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12373886;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;18/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12380199;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;22/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12382009;CONTAS;CONTA CORRENTE - PF;BLOQUEIO DE CONTA;22/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12385293;CONTAS;CONTA POUPANÇA - PF;SENHA - IDENTIFICAÇÃO POSITIVA/LETRAS/DATAS;20/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12387139;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;22/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12388588;CONTAS;CONTA POUPANÇA - PF;ENCERRAMENTO DA CONTA;23/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12389023;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;21/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12389154;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;22/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12392168;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12392448;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12392603;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12394211;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12395431;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1;ENTREGA DO EMPREENDIMENTO;15/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12395531;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA CARTO DE DBITO;20/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12395751;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;16/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12397115;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;22/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12398253;CONTAS;CONTA CORRENTE - PF;SALDO / EXTRATO - CLAREZA DAS INFORMAÇÕES;20/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12398613;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12398732;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;21/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12398794;CONTAS;CONTA POUPANÇA - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;22/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12398975;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA PAGAMENTO DE BLOQUETOS DE OUTROS BANCOS;20/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12401325;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REVISO/REDUO DE TAXA DE JUROS;21/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12401564;CARTÕES;CARTO DE DBITO;VALIDADE/VENCIMENTO DO CARTO;21/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12401696;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1;COBRANÇA INDEVIDA;22/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12401885;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA DE ABERTURA DE CONTA;15/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12402237;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;15/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12402542;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12403030;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12403289;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;20/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12403372;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;21/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12403502;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12404587;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO PAGAMENTO VIA ALVAR JUDICIAL;22/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12404810;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;COBRANÇA INDEVIDA;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12405742;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;20/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12405807;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;BOLETO - EMISSÃO / ENVIO;10/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12406327;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12406575;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;22/09/2021;23/09/2021;EMAIL;RECLAMAÇÃO;SIM
12406764;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO COMERCIAL/SOCIAL/EXPRESSO;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12406873;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO NA RECEPO;22/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12406992;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;16/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12407161;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;20/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12407320;EMPRÉSTIMOS E FINANCIAMENTOS;CDC - CRÉDITO DIRETO CAIXA;DÉBITO EM CONTA;23/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12407500;APLICAÇÕES E INVESTIMENTOS;APLICAES  FINANCEIRAS - CDB/RDB - PF;REMUNERAO/RENDIMENTOS;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12407924;EMPRÉSTIMOS E FINANCIAMENTOS;ANTECIPAO SAQUE ANIVERSRIO FGTS;DEMORA NA LIBERAO DO EMPRSTIMO;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12408558;TARIFAS;CESTA DE SERVIOS PF;CONTESTAÇÃO DA CONTRATAÇÃO;17/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12408838;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;SINISTRO;15/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12408846;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AVALIAÇÃO DO IMÓVEL;21/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12409507;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12409848;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;17/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12409959;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;APLICAO NO AUTORIZADA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12410263;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;APLICAO NO AUTORIZADA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12410297;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12410458;AGÊNCIA;RECUSA NO ATENDIMENTO;CLIENTES DE OUTRA AGÊNCIA;21/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12410678;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12411414;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - CONCESSÃO;RENOVAÇÃO.;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12412891;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12412899;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12413219;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;17/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12414236;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;21/09/2021;22/09/2021;AGÊNCIA;RECLAMAÇÃO;SIM
12414577;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CANCELAMENTO;18/09/2021;20/09/2021;TELEFONE;SOLICITAÇÃO;SIM
12415418;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;20/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12416004;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - CONCESSÃO;LIBERAÇÃO DE EMPRÉSTIMO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12416018;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;LIBERAÇÃO DA MARGEM CONSIGNÁVEL;21/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12416623;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA CARTO DE DBITO;22/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12416785;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;COBRANÇA INDEVIDA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12417054;TARIFAS;COBRANA BANCRIA;TARIFAS;22/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12417284;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12417764;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;PORTABILIDADE;15/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12417782;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;UTILIZAÇÃO DO FGTS;15/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12417809;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12418549;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;20/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12418687;CONTAS;CONTA CORRENTE - PJ;SOLICITAÇÃO DE DOCUMENTO / INFORMAÇÃO -  NO ATENDIDA;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419233;TARIFAS;CONTAS PF;SAQUE;17/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419293;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);21/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419347;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;RENOVAÇÃO.;21/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419661;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419713;CANAIS DE ATENDIMENTO;CASA LOTÉRICA;FALTA DE FISCALIZAO DA CAIXA;20/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419782;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PCMC - PAUSA;23/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12419916;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CONTESTAÇÃO DA CONTRATAÇÃO;20/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12420306;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12420382;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA CARTO DE DBITO;21/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12420879;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);15/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12421008;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;22/09/2021;22/09/2021;AGÊNCIA;RECLAMAÇÃO;SIM
12421618;BENEFÍCIOS, PROGRAMAS E POLÍTICAS SOCIAIS;AUXÍLIO EMERGENCIAL PARA TRABALHADOR INFORMAL (AETI);DBITO NO RECONHECIDO;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12422291;SERVIÇOS BANCÁRIOS;TED - TRANSFERÊNCIA DE VALORES;DEMORA OU NO EFETIVAÇÃO DO CRÉDITO PARA OUTRO BANCO;18/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12422796;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12423038;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REVISO/REDUO DE TAXA DE JUROS;17/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12423056;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;ENCERRAMENTO ANTECIPADO / LIQUIDAO / QUITAO;22/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12423202;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;16/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12423670;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;20/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12423695;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;REAJUSTE DA PRESTAÇÃO;16/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12423887;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;21/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12424028;AGÊNCIA;AGÊNCIA - ATENDIMENTO;COMPORTAMENTO DO PRESTADOR DE SERVIÇOS;20/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12424140;AGÊNCIA;AGÊNCIA - ATENDIMENTO;EXTRAVIOS DE DOCUMENTOS;24/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12424224;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12424901;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NO ATENDIMENTO SEM AGENDAMENTO;20/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12425007;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;16/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12425315;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO NO REALIZADO;20/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12426058;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;20/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12427226;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;18/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12427289;AGÊNCIA;RECUSA NO ATENDIMENTO;OBRIGATORIEDADE DO USO DE CANAIS ALTERNATIVOS;21/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12427710;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;21/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12428234;CONTAS;CONTA POUPANÇA - PF;EXTRATO IR - CLAREZA DAS INFORMAÇÕES;20/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12428758;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;21/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12428935;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;23/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12429274;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO COMERCIAL/SOCIAL/EXPRESSO;20/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;SIM
12429350;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;INCLUSO/EXCLUSO DE DBITO EM CONTA;17/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12429505;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12429940;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO COMERCIAL/SOCIAL/EXPRESSO;17/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;SIM
12430701;FGTS;FGTS - LIBERAÇÃO DO SALDO;CRITRIO PARA PAGAMENTO;23/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12430886;CONTAS;GOLPE;OUTROS GOLPES;23/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12431204;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;21/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12431398;CONTAS;GOLPE;FALSO ANNCIO/VENDA PELA INTERNET;20/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12431939;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;18/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12432794;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;COBRANÇA INDEVIDA;20/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12433364;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;23/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12433759;CONTAS;GOLPE;FALSO BOLETO DE COBRANA;22/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;SIM
12433905;APLICAÇÕES E INVESTIMENTOS;APLICAÇÕES  FINANCEIRAS - FUNDOS DE INVESTIMENTO;APLICAO NO AUTORIZADA;22/09/2021;24/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12433939;TARIFAS;CESTA DE SERVIOS PF;DIFICULDADE DE CANCELAMENTO;23/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12434879;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REAJUSTE DA PRESTAÇÃO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12435593;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;DESCONTO PARA AMORTIZAÇÃO E QUITAÇÃO;21/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12436401;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO NA RECEPO;21/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
12438197;INTERNET/INTRANET/APP;INTERNET BANKING;ASSINATURA ELETRÔNICA BLOQUEADA;22/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12438332;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;22/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12438676;EMPRÉSTIMOS E FINANCIAMENTOS;ANTECIPAO SAQUE ANIVERSRIO FGTS;DEMORA NA LIBERAO DO EMPRSTIMO;23/09/2021;23/09/2021;INTERNET;RECLAMAÇÃO;SIM
